MS SubClass,Lot Frontage,Lot Area,Land Slope,Condition 1,Condition 2,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Condition,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_OthW,Heating_Other,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
-0.8754653220447721,0.04520193828382381,0.3435314282503269,0.0,0.625,0.5714285714285714,0.4444444444444445,0.625,0.46666666666666856,0.4651939126545243,0.75,0.6666666666666666,0.6000000000000001,0.7142857142857142,0.7755093739200942,0.7142857142857142,-0.29666335938422883,-1.0814811113729204,0.2792501616031028,0.32761310452418096,-0.7763276361312467,-0.6469731893280702,1.0685028170532562,0.25,-0.7505203784658244,0.5,0.3333333333333333,0.27272727272727276,1.0,-0.9277936276109718,0.9840796019900497,0.5,0.4,0.2674753982654445,0.8333333333333333,1.0,0.9270278312134845,-0.7235352305023467,4.069264346960532,5,2008,0.8,-0.7658531174900088,0.25,0.8405255622996923,-0.18939600447334284,0.5,0.3333333333333333,0.3333333333333333,201812.56818181818,0.8384608360445448,0.3700723117332061,0.4389564926984024,-0.2306366387060149,0.5,1.0,0.6000000000000001,0.0,0.8,0.33333333333333337,0.5161290322580644,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8754653220447721,-0.002796212926394721,0.008283403480396394,0.0,0.625,0.5714285714285714,0.4444444444444445,0.625,0.3166666666666629,-0.5786150369938506,0.75,0.6666666666666666,1.0,0.7142857142857142,0.1883726941339142,0.7142857142857142,-0.29666335938422883,-0.2565876539126664,0.3138332255979315,0.24843993759750393,-0.7763276361312467,-1.0655867477091,-0.8269066090015877,0.25,1.2441688229747776,0.5,0.3333333333333333,0.27272727272727276,1.0,0.6093274549984975,0.9796019900497512,0.5,0.2,-0.8080214130090023,0.8333333333333333,1.0,-0.7460693811389126,-0.7235352305023467,-0.35302041335685497,5,2006,0.8,-0.7480151817466827,0.25,-0.1242841330620852,0.04662532642875424,0.6166666666666667,0.3333333333333333,0.0,201812.56818181818,0.8384608360445448,0.3700723117332061,0.3976630176428855,-0.839357385718538,0.5,0.5,0.6000000000000001,0.2,0.8,0.33333333333333337,0.4838709677419354,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8754653220447721,-1.5867352028636064,0.8144613789249975,0.0,0.625,0.5714285714285714,0.4444444444444445,0.625,0.36666666666666714,-0.5786150369938506,0.75,0.6666666666666666,0.8,0.42857142857142855,0.04500210953496328,0.7142857142857142,-0.29666335938422883,-0.3560268652229436,0.2792501616031028,0.20670826833073325,-0.7763276361312467,-1.2862352735552582,1.0685028170532562,0.25,-0.7505203784658244,0.5,0.3333333333333333,0.27272727272727276,1.0,0.6093274549984975,0.981094527363184,0.5,0.2,-0.6287719444632611,0.8333333333333333,1.0,-0.7460693811389126,-0.7235352305023467,-0.35302041335685497,8,2009,0.8,-1.1163940908019876,0.25,0.4386789589909338,0.04662532642875424,0.6166666666666667,0.3333333333333333,0.0,201812.56818181818,0.8384608360445448,0.3700723117332061,0.4853052782250278,-0.2306366387060149,0.5,1.0,0.6000000000000001,0.4,0.6000000000000001,0.33333333333333337,0.5483870967741935,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.29090216758420473,0.5251834503860091,-0.2469655218165378,0.0,0.625,0.5714285714285714,0.3333333333333333,0.875,0.8833333333333329,-0.5786150369938506,0.5,0.6666666666666666,0.4,0.8571428571428571,-1.0018307303938847,0.7142857142857142,-0.29666335938422883,-0.35376688314771,0.13089851325145443,0.14937597503900157,-0.02169180487465152,-0.9253615163302328,-0.8269066090015877,0.25,-0.7505203784658244,0.3333333333333333,0.3333333333333333,0.3636363636363636,1.0,-0.9277936276109718,0.9651741293532338,0.5,0.2,-0.8976461472818729,0.8333333333333333,0.0,-0.7460693811389126,-0.7235352305023467,2.3003504428335773,5,2009,0.8,-0.4892232631119799,0.3333333333333333,-0.3879046853346728,2.474273301421753,0.1,0.0,0.6666666666666667,122343.4449339207,0.8384608360445448,0.3700723117332061,0.35910018312483394,-1.4480781327310612,0.5,0.75,0.6000000000000001,0.0,0.4,0.6666666666666666,0.4193548387096774,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.8754653220447721,1.14915941611885,0.7832387088069396,0.0,0.625,0.5714285714285714,0.7777777777777777,0.5,0.9500000000000028,-0.0013128804844142385,0.75,0.6666666666666666,1.0,1.0,-0.8197728451888677,0.7142857142857142,-0.29666335938422883,2.4644307646685553,0.5597931480284422,0.562402496099844,-0.7763276361312467,0.5944325355260175,1.0685028170532562,0.5,-0.7505203784658244,0.5,0.3333333333333333,0.45454545454545453,1.0,0.6093274549984975,0.9980099502487562,1.0,0.6000000000000001,1.135420193329033,0.8333333333333333,1.0,-0.7460693811389126,-0.7235352305023467,-0.35302041335685497,5,2007,1.0000000000000002,-0.5896240249114514,0.5,0.5067193628085613,-1.1671986610677452,0.0,1.0,1.0,246599.54166666666,0.8384608360445448,1.0,0.4825497600520092,0.9868048553190314,0.75,1.0,0.6000000000000001,0.8,1.0,0.6666666666666666,0.8387096774193548,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.8754653220447721,0.04520193828382381,-0.22567079749638772,0.0,0.625,0.5714285714285714,0.3333333333333333,0.5,0.3500000000000014,-0.5786150369938506,0.75,0.6666666666666666,0.4,0.8571428571428571,-1.0018307303938847,0.7142857142857142,-0.29666335938422883,0.6700049969330983,0.2773109243697479,0.20982839313572543,-0.7763276361312467,-1.2697381875106857,-0.8269066090015877,0.25,-0.7505203784658244,0.5,0.3333333333333333,0.27272727272727276,1.0,-0.9277936276109718,0.9820895522388059,0.5,0.8,0.04105501694450832,0.8333333333333333,1.0,-0.7460693811389126,-0.7235352305023467,-0.35302041335685497,6,2007,0.8,-0.6847502495086103,0.25,1.5293488910633952,0.012907993442740373,0.6,0.3333333333333333,0.0,144279.99071925753,0.8384608360445448,0.3700723117332061,0.3626242390087513,-1.4480781327310612,0.5,0.5,0.6000000000000001,0.0,0.6000000000000001,0.33333333333333337,0.3870967741935484,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7574491634357955,-0.4347795738183615,-0.3830790975385783,0.0,0.625,0.5714285714285714,0.3333333333333333,0.5,0.0,-0.5786150369938506,0.75,0.0,0.0,0.0,-1.0018307303938847,0.0,-0.29666335938422883,-1.2690596236173068,0.0,0.2753510140405616,-0.7763276361312467,-0.9232993805746612,-0.8269066090015877,0.5,-0.7505203784658244,0.3333333333333333,0.6666666666666666,0.3636363636363636,1.0,-0.9277936276109718,0.9731343283582089,0.5,0.4,-0.2419704597066619,0.8333333333333333,1.0,-0.7460693811389126,-0.7235352305023467,-0.35302041335685497,6,2009,0.8,-0.3418210639584552,0.6666666666666666,0.5257997444276798,0.8221239851070733,0.9833333333333333,0.0,0.0,144279.99071925753,0.8384608360445448,0.3700723117332061,0.33493922168253976,-0.2306366387060149,0.5,0.25,0.6000000000000001,0.0,0.0,0.33333333333333337,0.25806451612903225,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.057628669658409355,-0.4827777250285801,0.2782084225655421,0.0,0.625,0.5714285714285714,0.6666666666666665,0.5,0.9166666666666643,-0.5786150369938506,0.75,0.6666666666666666,0.8,0.8571428571428571,-1.0018307303938847,0.7142857142857142,-0.29666335938422883,0.6451451941055291,0.27375565610859726,0.2000780031201248,1.8297439301958769,0.9718033787956155,-0.8269066090015877,0.5,1.2441688229747776,0.6666666666666666,0.3333333333333333,0.5454545454545454,1.0,0.6093274549984975,0.9970149253731343,1.0,0.4,-0.17593118182138884,0.8333333333333333,1.0,0.04686768632667845,0.020623541676777667,-0.35302041335685497,7,2007,0.8,-0.15304131969041887,0.4,-0.7222410757813827,-1.0997639950957174,0.03333333333333333,1.0,1.0,191218.9263803681,0.8384608360445448,0.3700723117332061,0.4315646540383278,0.37808410830650824,0.75,1.0,0.6000000000000001,0.8,0.8,0.6666666666666666,0.7741935483870968,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.8754653220447721,-0.33878327139792447,-0.3399141158085443,0.0,0.625,0.5714285714285714,0.6666666666666665,0.5,0.9666666666666686,0.6401339600816263,0.75,0.6666666666666666,0.4,1.0,1.0508719252926826,0.7142857142857142,-0.29666335938422883,-0.5549052878434979,0.3936651583710407,0.34477379095163807,-0.7763276361312467,-0.556239216082921,1.0685028170532562,0.5,-0.7505203784658244,0.3333333333333333,0.3333333333333333,0.3636363636363636,1.0,-0.9277936276109718,0.999004975124378,1.0,0.4,-0.043852626050842745,0.8333333333333333,1.0,0.5860648922032804,1.8810204721245887,-0.35302041335685497,4,2008,1.0000000000000002,-0.18515922520180167,0.6666666666666666,0.35810248341890577,-1.1671986610677452,0.0,1.0,1.0,229707.32417582418,1.0,1.0,0.3429288966102304,0.9868048553190314,0.75,1.0,0.6000000000000001,0.0,0.8,0.6666666666666666,0.6451612903225806,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.8754653220447721,0.5251834503860091,1.5709996253800596,0.0,0.875,0.5714285714285714,0.6666666666666665,0.75,0.8833333333333329,-0.5786150369938506,0.75,0.6666666666666666,0.4,0.42857142857142855,-0.32594083157025894,0.5714285714285714,0.10266385738340915,1.4496988128886807,0.5067873303167421,0.7106084243369735,-0.7763276361312467,1.3780441226432156,-0.8269066090015877,0.5,-0.7505203784658244,0.5,0.3333333333333333,0.6363636363636365,1.0,0.6093274549984975,0.9791044776119402,0.75,0.4,0.17313357271505442,0.8333333333333333,1.0,-0.7460693811389126,0.5167293897961939,-0.35302041335685497,6,2006,0.8,-0.696791299791441,0.5,-0.6256796037765344,0.08034265941476812,0.05,0.3333333333333333,1.0,188406.90839694656,0.8384608360445448,0.3700723117332061,0.5424045329272469,-0.2306366387060149,0.5,0.5,0.8,0.8,0.6000000000000001,0.33333333333333337,0.6451612903225806,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
