Quality_Score,Overall Qual,Neighborhood_AvgPrice,Gr Liv Area,Garage Area,Total Bsmt SF,1st Flr SF,Garage Cars,House_Age,Bsmt Qual_num,Total_Bath,Age_Group,Exter Qual_num,Kitchen Qual_num,BathPerBed,Year Remod/Add,Garage Yr Blt,MS SubClass,Years_Since_Remod,Full Bath,Garage Finish,Lot Frontage,Fireplace Qu_num,Remod_Group,2nd Flr SF,Foundation_PConc,TotRms AbvGrd,Open Porch SF,BsmtFin SF 1,Mas Vnr Area,Heating QC_num,Fireplaces,BsmtFin Type 1,Lot_Area_log,Lot Area,Overall Cond,Zone_AvgPrice,Foundation_CBlock,Bsmt Unf SF,Wood Deck SF,Garage_per_Living,Density_Ratio,Garage Type_Detchd,Bsmt Exposure,Garage Type_Attchd,Mas Vnr Type_None,Sale Condition,SaleType_AvgPrice,Garage Qual_num,Garage Cond,MS Zoning_RM,MS Zoning_RL,Neighborhood_NridgHt,Sale Type_New,Exterior 1st_VinylSd,Half Bath,Lot Shape_Reg,Neighborhood_NAmes,Neighborhood_Gilbert,Paved Drive,Electrical_SBrkr,Sale Type_WD ,Central Air_Y,Bsmt Full Bath,Mas Vnr Type_BrkFace,Roof Style_Gable,Garage Type_None,Neighborhood_OldTown,Enclosed Porch,Neighborhood_NoRidge,Bsmt Cond,Garage Type_BuiltIn,Bedroom AbvGr,BsmtFin Type 2,House Style_2Story,Roof Style_Hip,Condition 1,Mas Vnr Type_Stone,Neighborhood_Edwards,MS Zoning_FV,Neighborhood_Somerst,Kitchen AbvGr,Neighborhood_MeadowV,Neighborhood_Sawyer,Heating_Other,House Style_1Story,Yr Sold,Exterior 1st_Plywood,BsmtFin SF 2,Exterior 1st_CemntBd,Land Contour_Low,Exter Cond,Neighborhood_CollgCr,Exterior 1st_HdBoard,Exterior 1st_Wd Sdng,Neighborhood_BrDale
0.5161290322580644,0.4444444444444445,201812.56818181818,-0.6469731893280702,0.2674753982654445,0.2792501616031028,0.32761310452418096,0.4,-0.18939600447334284,0.8,-0.2306366387060149,0.3333333333333333,0.33333333333333337,0.5,0.25,0.46666666666666856,0.9840796019900497,-0.8754653220447721,0.5,0.25,0.5,0.04520193828382381,0.0,0.3333333333333333,-0.7763276361312467,0,0.27272727272727276,-0.7235352305023467,0.7755093739200942,0.4651939126545243,1.0,-0.9277936276109718,0.7142857142857142,0.4389564926984024,0.3435314282503269,0.625,0.8384608360445448,1,-1.0814811113729204,0.9270278312134845,0.8405255622996923,-0.7658531174900088,0,0.6000000000000001,1,0,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,0,0,0,1.0,1,1,1,1.0685028170532562,1,1,0,0,4.069264346960532,0,0.6666666666666666,0,0.5,0.7142857142857142,0,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,1,2008,0,-0.29666335938422883,0,0,0.75,1,1,0,0
0.4838709677419354,0.4444444444444445,201812.56818181818,-1.0655867477091,-0.8080214130090023,0.3138332255979315,0.24843993759750393,0.2,0.04662532642875424,0.8,-0.839357385718538,0.3333333333333333,0.33333333333333337,0.5,0.25,0.3166666666666629,0.9796019900497512,-0.8754653220447721,0.6166666666666667,0.25,0.5,-0.002796212926394721,0.2,0.0,-0.7763276361312467,0,0.27272727272727276,-0.7235352305023467,0.1883726941339142,-0.5786150369938506,0.5,0.6093274549984975,0.7142857142857142,0.3976630176428855,0.008283403480396394,0.625,0.8384608360445448,1,-0.2565876539126664,-0.7460693811389126,-0.1242841330620852,-0.7480151817466827,0,1.0,1,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,1.2441688229747776,0,0,0,1.0,1,1,1,-0.8269066090015877,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.5,0.7142857142857142,0,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,1,2006,0,-0.29666335938422883,0,0,0.75,1,1,0,0
0.5483870967741935,0.4444444444444445,201812.56818181818,-1.2862352735552582,-0.6287719444632611,0.2792501616031028,0.20670826833073325,0.2,0.04662532642875424,0.6000000000000001,-0.2306366387060149,0.3333333333333333,0.33333333333333337,0.5,0.25,0.36666666666666714,0.981094527363184,-0.8754653220447721,0.6166666666666667,0.25,0.5,-1.5867352028636064,0.4,0.0,-0.7763276361312467,0,0.27272727272727276,-0.7235352305023467,0.04500210953496328,-0.5786150369938506,1.0,0.6093274549984975,0.42857142857142855,0.4853052782250278,0.8144613789249975,0.625,0.8384608360445448,1,-0.3560268652229436,-0.7460693811389126,0.4386789589909338,-1.1163940908019876,0,0.8,1,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,0,0,0,1.0,1,1,1,1.0685028170532562,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.5,0.7142857142857142,0,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,1,2009,0,-0.29666335938422883,0,0,0.75,1,1,0,0
0.4193548387096774,0.3333333333333333,122343.4449339207,-0.9253615163302328,-0.8976461472818729,0.13089851325145443,0.14937597503900157,0.2,2.474273301421753,0.4,-1.4480781327310612,0.0,0.6666666666666666,0.5,0.3333333333333333,0.8833333333333329,0.9651741293532338,0.29090216758420473,0.1,0.25,0.5,0.5251834503860091,0.0,0.6666666666666667,-0.02169180487465152,0,0.3636363636363636,-0.7235352305023467,-1.0018307303938847,-0.5786150369938506,0.75,-0.9277936276109718,0.8571428571428571,0.35910018312483394,-0.2469655218165378,0.875,0.8384608360445448,0,-0.35376688314771,-0.7460693811389126,-0.3879046853346728,-0.4892232631119799,1,0.4,0,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,1,0,0,0.0,1,1,1,-0.8269066090015877,0,1,0,1,2.3003504428335773,0,0.6666666666666666,0,0.3333333333333333,0.7142857142857142,1,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,0,2009,0,-0.29666335938422883,0,0,0.5,0,0,0,0
0.8387096774193548,0.7777777777777777,246599.54166666666,0.5944325355260175,1.135420193329033,0.5597931480284422,0.562402496099844,0.6000000000000001,-1.1671986610677452,1.0,0.9868048553190314,1.0,0.6666666666666666,0.75,0.5,0.9500000000000028,0.9980099502487562,-0.8754653220447721,0.0,0.5,1.0,1.14915941611885,0.8,1.0,-0.7763276361312467,1,0.45454545454545453,-0.7235352305023467,-0.8197728451888677,-0.0013128804844142385,1.0,0.6093274549984975,1.0,0.4825497600520092,0.7832387088069396,0.5,0.8384608360445448,0,2.4644307646685553,-0.7460693811389126,0.5067193628085613,-0.5896240249114514,0,1.0,1,0,1.0000000000000002,1.0,0.6000000000000001,0.8333333333333333,0,1,0,1,1,-0.7505203784658244,0,0,0,1.0,1,0,1,1.0685028170532562,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.5,0.7142857142857142,0,0,0.625,1,0,0,0,0.3333333333333333,0,0,0,1,2007,0,-0.29666335938422883,0,0,0.75,0,0,0,0
0.3870967741935484,0.3333333333333333,144279.99071925753,-1.2697381875106857,0.04105501694450832,0.2773109243697479,0.20982839313572543,0.8,0.012907993442740373,0.6000000000000001,-1.4480781327310612,0.3333333333333333,0.33333333333333337,0.5,0.25,0.3500000000000014,0.9820895522388059,-0.8754653220447721,0.6,0.25,0.5,0.04520193828382381,0.0,0.0,-0.7763276361312467,0,0.27272727272727276,-0.7235352305023467,-1.0018307303938847,-0.5786150369938506,0.5,-0.9277936276109718,0.8571428571428571,0.3626242390087513,-0.22567079749638772,0.5,0.8384608360445448,1,0.6700049969330983,-0.7460693811389126,1.5293488910633952,-0.6847502495086103,1,0.4,0,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,1,1,0,1.0,1,1,1,-0.8269066090015877,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.5,0.7142857142857142,0,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,1,2007,0,-0.29666335938422883,0,0,0.75,0,0,0,0
0.25806451612903225,0.3333333333333333,144279.99071925753,-0.9232993805746612,-0.2419704597066619,0.0,0.2753510140405616,0.4,0.8221239851070733,0.0,-0.2306366387060149,0.0,0.33333333333333337,0.5,0.6666666666666666,0.0,0.9731343283582089,0.7574491634357955,0.9833333333333333,0.5,0.5,-0.4347795738183615,0.0,0.0,-0.7763276361312467,0,0.3636363636363636,-0.7235352305023467,-1.0018307303938847,-0.5786150369938506,0.25,-0.9277936276109718,0.0,0.33493922168253976,-0.3830790975385783,0.5,0.8384608360445448,0,-1.2690596236173068,-0.7460693811389126,0.5257997444276798,-0.3418210639584552,1,0.0,0,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,1,1,0,1.0,0,1,0,-0.8269066090015877,0,1,0,0,-0.35302041335685497,0,0.0,0,0.3333333333333333,0.0,0,0,0.625,0,0,0,0,0.6666666666666666,0,0,1,1,2009,0,-0.29666335938422883,0,0,0.75,0,0,0,0
0.7741935483870968,0.6666666666666665,191218.9263803681,0.9718033787956155,-0.17593118182138884,0.27375565610859726,0.2000780031201248,0.4,-1.0997639950957174,0.8,0.37808410830650824,1.0,0.6666666666666666,0.75,0.4,0.9166666666666643,0.9970149253731343,0.057628669658409355,0.03333333333333333,0.5,1.0,-0.4827777250285801,0.8,1.0,1.8297439301958769,1,0.5454545454545454,0.020623541676777667,-1.0018307303938847,-0.5786150369938506,1.0,0.6093274549984975,0.8571428571428571,0.4315646540383278,0.2782084225655421,0.5,0.8384608360445448,0,0.6451451941055291,0.04686768632667845,-0.7222410757813827,-0.15304131969041887,0,0.8,0,1,0.8,0.3700723117332061,0.6000000000000001,0.8333333333333333,0,1,0,0,1,1.2441688229747776,0,0,1,1.0,1,1,1,-0.8269066090015877,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,1,0.6666666666666666,0.7142857142857142,1,0,0.625,0,0,0,0,0.3333333333333333,0,0,0,0,2007,0,-0.29666335938422883,0,0,0.75,0,0,0,0
0.6451612903225806,0.6666666666666665,229707.32417582418,-0.556239216082921,-0.043852626050842745,0.3936651583710407,0.34477379095163807,0.4,-1.1671986610677452,0.8,0.9868048553190314,1.0,0.6666666666666666,0.75,0.6666666666666666,0.9666666666666686,0.999004975124378,-0.8754653220447721,0.0,0.5,1.0,-0.33878327139792447,0.0,1.0,-0.7763276361312467,1,0.3636363636363636,1.8810204721245887,1.0508719252926826,0.6401339600816263,1.0,-0.9277936276109718,1.0,0.3429288966102304,-0.3399141158085443,0.5,1.0,0,-0.5549052878434979,0.5860648922032804,0.35810248341890577,-0.18515922520180167,0,0.4,1,0,1.0000000000000002,1.0,0.6000000000000001,0.8333333333333333,0,0,0,1,0,-0.7505203784658244,1,0,0,1.0,1,0,1,1.0685028170532562,0,1,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.3333333333333333,0.7142857142857142,0,0,0.625,1,0,1,1,0.3333333333333333,0,0,0,1,2008,0,-0.29666335938422883,1,0,0.75,0,0,0,0
0.6451612903225806,0.6666666666666665,188406.90839694656,1.3780441226432156,0.17313357271505442,0.5067873303167421,0.7106084243369735,0.4,0.08034265941476812,0.6000000000000001,-0.2306366387060149,0.3333333333333333,0.33333333333333337,0.5,0.5,0.8833333333333329,0.9791044776119402,-0.8754653220447721,0.05,0.5,0.75,0.5251834503860091,0.8,1.0,-0.7763276361312467,0,0.6363636363636365,0.5167293897961939,-0.32594083157025894,-0.5786150369938506,0.5,0.6093274549984975,0.42857142857142855,0.5424045329272469,1.5709996253800596,0.75,0.8384608360445448,1,1.4496988128886807,-0.7460693811389126,-0.6256796037765344,-0.696791299791441,0,0.4,1,1,0.8,0.3700723117332061,0.8,0.8333333333333333,0,1,0,0,0,-0.7505203784658244,0,0,0,1.0,1,1,1,-0.8269066090015877,0,0,0,0,-0.35302041335685497,0,0.6666666666666666,0,0.5,0.5714285714285714,0,1,0.875,0,0,0,0,0.3333333333333333,0,0,0,1,2006,0,0.10266385738340915,0,0,0.75,0,0,0,0
