PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
20341.301504430798,-2.4265483660812848,0.14806964337535078,-0.4109335186207943,1.1765087626495188,-1.0152389545073675,1.9468481517522065,-0.9209649104797961,-1.1001954395822686,-0.29072677965045557
20341.301481230184,-1.0720405043151757,-1.4840230768002414,0.3840948097599721,-0.6285178709131287,-1.899237018613121,-0.5407289763339094,-0.04361254299605832,0.3656023912417261,-1.1721944085947342
20341.301478193083,-2.15146195014691,-0.8638876948819245,-1.0955690514673506,1.7185422480790749,-0.31226670618593744,-0.5591973086690132,-0.2117481766853544,-0.012651504204391983,-0.5850854624147246
-59127.82179560179,0.16237439111913687,-1.5860044516554126,1.1365181975358212,2.1284010276588106,-0.1134948488468126,1.1181528170950088,-1.0365201960191044,-1.1181251864762594,-0.3682099550049429
65128.27506199584,-1.643530404707512,-0.8917935793246556,1.1240584025187843,-1.42829724394187,0.6523940754921114,-0.5312724763832506,0.5607829714910295,-0.3932459798713772,0.453069535558285
-37191.27598297736,-1.8375169556014797,-2.2741914478089598,0.2806397872483899,-1.2976340388893277,0.6087916377775855,0.3720284442162409,-0.5435217373937675,0.13554481206788793,-0.6966083399883871
-37191.27599949812,-0.6022263124500569,-1.40801500208147,-0.9528825064841442,1.2445173364283164,0.5269027842150535,0.37026441315609304,-0.8070225938015412,-0.020478262851000295,-0.8403868968686794
9747.659765719756,2.5214590514583293,0.08904691495433781,1.5557135389746009,-1.0812379973472162,0.21895529616335807,-1.4398978816762593,-0.5107779461456659,0.42982723053849625,-0.5220795543009871
48236.05754843424,-1.2769006912705052,0.09105629520075809,-1.9570244472466527,-0.4092069404673566,0.3400712452141761,-1.224586886937729,0.29609191766817844,-1.278834403096969,1.205343376149841
6935.641754564451,-1.1138716500791759,-0.496256083689957,2.45279288002223,-1.3455521342955308,-1.09073599350927,-0.4920382337871416,0.6769980704357152,-0.06516090429620647,0.8553086014007505
6935.641791782342,0.4665968731734509,1.6639564040962398,0.6233938630786895,-1.8979133534407993,-0.6109216624197416,0.43359526437780005,-0.9633901517576859,0.1990138278280753,-1.200394878903026
9747.65976850348,0.5352027715923313,0.5076209138148613,2.5488531846446847,0.4715027573004136,1.5328853849725874,-1.9060590166815388,-0.34112338343798143,0.10846599777702082,-0.890715598104336
65128.27500447046,-2.795363271788162,0.43102404442740294,0.408240773779454,2.1371117403571134,-0.4996457884362826,0.6719146601771087,-0.7740619112358473,-1.705727164925399,-0.37665470201268647
-59127.82171336461,-1.6735951958134194,2.3479392950077056,-2.964056067806524,0.9483871289664876,1.719917164557728,-0.08074718146451687,-0.8662252074374166,-0.4768702283799513,-0.6118053442274203
48236.05759326057,-2.362657472985795,1.6325804355544165,-0.7949758634115653,-1.883655309842652,0.5848441624798397,0.045707162468303864,0.08267260153047573,-1.0410096069383066,0.25919988424138296
148847.8601547766,0.508725853121085,0.7274602818639835,-0.3400162868487655,-0.9454938764229155,-1.3303831311175145,0.7468655191145643,-1.0703410083586036,0.050297739570616784,-1.5558004117103792
6935.641776694014,0.9258053752284852,1.0097319175004884,1.0997664279383912,-0.9547876638766866,-0.05455270684433344,0.134643776553645,0.44932434041655256,0.6140026787406825,-0.6325880506760342
